instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category,work_hours
16244,2012-11-14,Winter,2012,Nov,13,0,Wednesday,Clear,0.36,0.3333,43.0,0.2537,32,182,214,Weekday,Terlalu kering,Work Hours
16245,2012-11-14,Winter,2012,Nov,14,0,Wednesday,Clear,0.36,0.3485,43.0,0.1343,20,161,181,Weekday,Terlalu kering,Work Hours
16246,2012-11-14,Winter,2012,Nov,15,0,Wednesday,Clear,0.36,0.3333,43.0,0.2836,32,228,260,Weekday,Terlalu kering,Work Hours
16247,2012-11-14,Winter,2012,Nov,16,0,Wednesday,Clear,0.34,0.3485,46.0,0.1045,31,290,321,Weekday,Ideal,Work Hours
16248,2012-11-14,Winter,2012,Nov,17,0,Wednesday,Clear,0.32,0.3182,49.0,0.194,19,564,583,Weekday,Ideal,Non-Work Hours
16249,2012-11-14,Winter,2012,Nov,18,0,Wednesday,Clear,0.32,0.3182,53.0,0.1642,24,543,567,Weekday,Ideal,Non-Work Hours
16250,2012-11-14,Winter,2012,Nov,19,0,Wednesday,Clear,0.3,0.303,52.0,0.1642,28,368,396,Weekday,Ideal,Non-Work Hours
16251,2012-11-14,Winter,2012,Nov,20,0,Wednesday,Clear,0.3,0.3182,52.0,0.0896,15,252,267,Weekday,Ideal,Non-Work Hours
16252,2012-11-14,Winter,2012,Nov,21,0,Wednesday,Clear,0.3,0.3333,56.00000000000001,0.0,5,208,213,Weekday,Ideal,Non-Work Hours
16253,2012-11-14,Winter,2012,Nov,22,0,Wednesday,Clear,0.28,0.3182,61.0,0.0,6,167,173,Weekday,Ideal,Non-Work Hours
16254,2012-11-14,Winter,2012,Nov,23,0,Wednesday,Clear,0.24,0.2424,70.0,0.1343,9,78,87,Weekday,Terlalu Lembab,Non-Work Hours
16255,2012-11-15,Winter,2012,Nov,0,0,Thursday,Misty,0.26,0.303,65.0,0.0,1,33,34,Weekday,Terlalu Lembab,Non-Work Hours
16256,2012-11-15,Winter,2012,Nov,1,0,Thursday,Misty,0.26,0.2727,65.0,0.1045,2,14,16,Weekday,Terlalu Lembab,Non-Work Hours
16257,2012-11-15,Winter,2012,Nov,2,0,Thursday,Misty,0.26,0.2576,70.0,0.1642,0,7,7,Weekday,Terlalu Lembab,Non-Work Hours
16258,2012-11-15,Winter,2012,Nov,3,0,Thursday,Misty,0.26,0.2879,70.0,0.0896,0,2,2,Weekday,Terlalu Lembab,Non-Work Hours
16259,2012-11-15,Winter,2012,Nov,4,0,Thursday,Misty,0.28,0.2879,65.0,0.1343,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
16260,2012-11-15,Winter,2012,Nov,5,0,Thursday,Misty,0.3,0.2879,61.0,0.2239,3,34,37,Weekday,Ideal,Non-Work Hours
16261,2012-11-15,Winter,2012,Nov,6,0,Thursday,Misty,0.3,0.2879,65.0,0.2537,1,146,147,Weekday,Terlalu Lembab,Non-Work Hours
16262,2012-11-15,Winter,2012,Nov,7,0,Thursday,Misty,0.3,0.2879,65.0,0.194,7,403,410,Weekday,Terlalu Lembab,Work Hours
16263,2012-11-15,Winter,2012,Nov,8,0,Thursday,Misty,0.3,0.2879,61.0,0.2239,21,625,646,Weekday,Ideal,Work Hours
16264,2012-11-15,Winter,2012,Nov,9,0,Thursday,Misty,0.32,0.3182,61.0,0.194,17,306,323,Weekday,Ideal,Work Hours
16265,2012-11-15,Winter,2012,Nov,10,0,Thursday,Misty,0.32,0.3333,66.0,0.1343,11,142,153,Weekday,Terlalu Lembab,Work Hours
16266,2012-11-15,Winter,2012,Nov,11,0,Thursday,Misty,0.34,0.3333,61.0,0.1343,28,138,166,Weekday,Ideal,Work Hours
16267,2012-11-15,Winter,2012,Nov,12,0,Thursday,Misty,0.36,0.3636,62.0,0.1045,29,184,213,Weekday,Ideal,Work Hours
16268,2012-11-15,Winter,2012,Nov,13,0,Thursday,Misty,0.38,0.3939,54.0,0.1045,20,197,217,Weekday,Ideal,Work Hours
16269,2012-11-15,Winter,2012,Nov,14,0,Thursday,Misty,0.38,0.3939,54.0,0.1642,27,174,201,Weekday,Ideal,Work Hours
16270,2012-11-15,Winter,2012,Nov,15,0,Thursday,Misty,0.38,0.3939,57.99999999999999,0.1642,26,191,217,Weekday,Ideal,Work Hours
16271,2012-11-15,Winter,2012,Nov,16,0,Thursday,Misty,0.36,0.3485,56.99999999999999,0.194,24,318,342,Weekday,Ideal,Work Hours
16272,2012-11-15,Winter,2012,Nov,17,0,Thursday,Misty,0.36,0.3485,56.99999999999999,0.2239,22,541,563,Weekday,Ideal,Non-Work Hours
16273,2012-11-15,Winter,2012,Nov,18,0,Thursday,Misty,0.36,0.3485,56.99999999999999,0.194,10,563,573,Weekday,Ideal,Non-Work Hours
16274,2012-11-15,Winter,2012,Nov,19,0,Thursday,Misty,0.34,0.3333,61.0,0.1343,11,375,386,Weekday,Ideal,Non-Work Hours
16275,2012-11-15,Winter,2012,Nov,20,0,Thursday,Clear,0.34,0.3485,61.0,0.1045,23,262,285,Weekday,Ideal,Non-Work Hours
16276,2012-11-15,Winter,2012,Nov,21,0,Thursday,Misty,0.32,0.3333,66.0,0.1045,20,204,224,Weekday,Terlalu Lembab,Non-Work Hours
16277,2012-11-15,Winter,2012,Nov,22,0,Thursday,Misty,0.32,0.3182,66.0,0.1642,10,143,153,Weekday,Terlalu Lembab,Non-Work Hours
16278,2012-11-15,Winter,2012,Nov,23,0,Thursday,Misty,0.32,0.3182,61.0,0.1642,7,118,125,Weekday,Ideal,Non-Work Hours
16279,2012-11-16,Winter,2012,Nov,0,0,Friday,Misty,0.32,0.3333,66.0,0.1045,7,58,65,Weekday,Terlalu Lembab,Non-Work Hours
16280,2012-11-16,Winter,2012,Nov,1,0,Friday,Misty,0.3,0.3182,65.0,0.0896,5,16,21,Weekday,Terlalu Lembab,Non-Work Hours
16281,2012-11-16,Winter,2012,Nov,2,0,Friday,Misty,0.3,0.303,70.0,0.1642,0,9,9,Weekday,Terlalu Lembab,Non-Work Hours
16282,2012-11-16,Winter,2012,Nov,3,0,Friday,Misty,0.3,0.303,65.0,0.1343,0,6,6,Weekday,Terlalu Lembab,Non-Work Hours
16283,2012-11-16,Winter,2012,Nov,4,0,Friday,Misty,0.3,0.3182,65.0,0.1045,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
16284,2012-11-16,Winter,2012,Nov,5,0,Friday,Misty,0.3,0.3182,65.0,0.0896,2,34,36,Weekday,Terlalu Lembab,Non-Work Hours
16285,2012-11-16,Winter,2012,Nov,6,0,Friday,Misty,0.3,0.3182,61.0,0.0896,4,126,130,Weekday,Ideal,Non-Work Hours
16286,2012-11-16,Winter,2012,Nov,7,0,Friday,Misty,0.3,0.303,61.0,0.1642,5,362,367,Weekday,Ideal,Work Hours
16287,2012-11-16,Winter,2012,Nov,8,0,Friday,Misty,0.32,0.3333,56.99999999999999,0.1343,17,694,711,Weekday,Ideal,Work Hours
16288,2012-11-16,Winter,2012,Nov,9,0,Friday,Clear,0.34,0.3485,53.0,0.1045,21,330,351,Weekday,Ideal,Work Hours
16289,2012-11-16,Winter,2012,Nov,10,0,Friday,Clear,0.34,0.3333,53.0,0.194,33,165,198,Weekday,Ideal,Work Hours
16290,2012-11-16,Winter,2012,Nov,11,0,Friday,Clear,0.38,0.3939,43.0,0.2239,33,185,218,Weekday,Terlalu kering,Work Hours
16291,2012-11-16,Winter,2012,Nov,12,0,Friday,Clear,0.4,0.4091,43.0,0.2836,28,262,290,Weekday,Terlalu kering,Work Hours
16292,2012-11-16,Winter,2012,Nov,13,0,Friday,Clear,0.42,0.4242,38.0,0.194,52,226,278,Weekday,Terlalu kering,Work Hours
16293,2012-11-16,Winter,2012,Nov,14,0,Friday,Clear,0.42,0.4242,35.0,0.1045,47,204,251,Weekday,Terlalu kering,Work Hours
16294,2012-11-16,Winter,2012,Nov,15,0,Friday,Clear,0.42,0.4242,38.0,0.1343,30,237,267,Weekday,Terlalu kering,Work Hours
16295,2012-11-16,Winter,2012,Nov,16,0,Friday,Clear,0.42,0.4242,35.0,0.2836,33,350,383,Weekday,Terlalu kering,Work Hours
16296,2012-11-16,Winter,2012,Nov,17,0,Friday,Clear,0.36,0.3485,46.0,0.194,41,539,580,Weekday,Ideal,Non-Work Hours
16297,2012-11-16,Winter,2012,Nov,18,0,Friday,Clear,0.34,0.3333,53.0,0.1642,22,483,505,Weekday,Ideal,Non-Work Hours
16298,2012-11-16,Winter,2012,Nov,19,0,Friday,Clear,0.36,0.3485,46.0,0.2239,26,306,332,Weekday,Ideal,Non-Work Hours
16299,2012-11-16,Winter,2012,Nov,20,0,Friday,Clear,0.36,0.3333,46.0,0.2537,20,207,227,Weekday,Ideal,Non-Work Hours
16300,2012-11-16,Winter,2012,Nov,21,0,Friday,Clear,0.34,0.3333,49.0,0.194,21,157,178,Weekday,Ideal,Non-Work Hours
16301,2012-11-16,Winter,2012,Nov,22,0,Friday,Clear,0.32,0.303,53.0,0.2537,23,139,162,Weekday,Ideal,Non-Work Hours
16302,2012-11-16,Winter,2012,Nov,23,0,Friday,Clear,0.32,0.303,53.0,0.2239,14,114,128,Weekday,Ideal,Non-Work Hours
16303,2012-11-17,Winter,2012,Nov,0,0,Saturday,Clear,0.3,0.303,52.0,0.1642,11,95,106,Weekend,Ideal,Non-Work Hours
16304,2012-11-17,Winter,2012,Nov,1,0,Saturday,Clear,0.26,0.2576,60.0,0.194,13,74,87,Weekend,Ideal,Non-Work Hours
16305,2012-11-17,Winter,2012,Nov,2,0,Saturday,Clear,0.26,0.2576,65.0,0.194,8,41,49,Weekend,Terlalu Lembab,Non-Work Hours
16306,2012-11-17,Winter,2012,Nov,3,0,Saturday,Clear,0.26,0.2576,65.0,0.194,2,19,21,Weekend,Terlalu Lembab,Non-Work Hours
16307,2012-11-17,Winter,2012,Nov,4,0,Saturday,Clear,0.24,0.2273,70.0,0.194,1,6,7,Weekend,Terlalu Lembab,Non-Work Hours
16308,2012-11-17,Winter,2012,Nov,5,0,Saturday,Clear,0.24,0.2424,70.0,0.1642,1,10,11,Weekend,Terlalu Lembab,Non-Work Hours
16309,2012-11-17,Winter,2012,Nov,6,0,Saturday,Clear,0.24,0.2273,70.0,0.2239,0,21,21,Weekend,Terlalu Lembab,Non-Work Hours
16310,2012-11-17,Winter,2012,Nov,7,0,Saturday,Clear,0.24,0.2273,70.0,0.194,8,70,78,Weekend,Terlalu Lembab,Work Hours
16311,2012-11-17,Winter,2012,Nov,8,0,Saturday,Clear,0.26,0.2576,65.0,0.2239,30,138,168,Weekend,Terlalu Lembab,Work Hours
16312,2012-11-17,Winter,2012,Nov,9,0,Saturday,Clear,0.34,0.3182,49.0,0.2239,48,200,248,Weekend,Ideal,Work Hours
16313,2012-11-17,Winter,2012,Nov,10,0,Saturday,Clear,0.36,0.3333,46.0,0.2537,62,258,320,Weekend,Ideal,Work Hours
16314,2012-11-17,Winter,2012,Nov,11,0,Saturday,Clear,0.38,0.3939,43.0,0.194,80,343,423,Weekend,Terlalu kering,Work Hours
16315,2012-11-17,Winter,2012,Nov,12,0,Saturday,Clear,0.4,0.4091,40.0,0.1642,117,359,476,Weekend,Terlalu kering,Work Hours
16316,2012-11-17,Winter,2012,Nov,13,0,Saturday,Clear,0.42,0.4242,38.0,0.2537,179,346,525,Weekend,Terlalu kering,Work Hours
16317,2012-11-17,Winter,2012,Nov,14,0,Saturday,Clear,0.42,0.4242,38.0,0.194,175,380,555,Weekend,Terlalu kering,Work Hours
16318,2012-11-17,Winter,2012,Nov,15,0,Saturday,Clear,0.42,0.4242,35.0,0.2985,175,374,549,Weekend,Terlalu kering,Work Hours
16319,2012-11-17,Winter,2012,Nov,16,0,Saturday,Clear,0.4,0.4091,40.0,0.2239,144,325,469,Weekend,Terlalu kering,Work Hours
16320,2012-11-17,Winter,2012,Nov,17,0,Saturday,Clear,0.38,0.3939,40.0,0.1642,101,302,403,Weekend,Terlalu kering,Non-Work Hours
16321,2012-11-17,Winter,2012,Nov,18,0,Saturday,Clear,0.36,0.3636,50.0,0.1045,34,237,271,Weekend,Ideal,Non-Work Hours
16322,2012-11-17,Winter,2012,Nov,19,0,Saturday,Clear,0.34,0.3485,53.0,0.0896,45,208,253,Weekend,Ideal,Non-Work Hours
16323,2012-11-17,Winter,2012,Nov,20,0,Saturday,Misty,0.34,0.3485,66.0,0.0896,30,142,172,Weekend,Terlalu Lembab,Non-Work Hours
16324,2012-11-17,Winter,2012,Nov,21,0,Saturday,Misty,0.32,0.3333,56.99999999999999,0.1045,15,124,139,Weekend,Ideal,Non-Work Hours
16325,2012-11-17,Winter,2012,Nov,22,0,Saturday,Misty,0.32,0.3333,56.99999999999999,0.1045,15,130,145,Weekend,Ideal,Non-Work Hours
16326,2012-11-17,Winter,2012,Nov,23,0,Saturday,Misty,0.3,0.3182,70.0,0.1045,19,114,133,Weekend,Terlalu Lembab,Non-Work Hours
16327,2012-11-18,Winter,2012,Nov,0,0,Sunday,Misty,0.3,0.303,70.0,0.1642,11,118,129,Weekend,Terlalu Lembab,Non-Work Hours
16328,2012-11-18,Winter,2012,Nov,1,0,Sunday,Clear,0.3,0.2879,70.0,0.194,14,81,95,Weekend,Terlalu Lembab,Non-Work Hours
16329,2012-11-18,Winter,2012,Nov,2,0,Sunday,Clear,0.28,0.2879,81.0,0.1045,8,65,73,Weekend,Terlalu Lembab,Non-Work Hours
16330,2012-11-18,Winter,2012,Nov,3,0,Sunday,Misty,0.3,0.303,81.0,0.1642,9,37,46,Weekend,Terlalu Lembab,Non-Work Hours
16331,2012-11-18,Winter,2012,Nov,4,0,Sunday,Misty,0.3,0.2879,81.0,0.194,4,8,12,Weekend,Terlalu Lembab,Non-Work Hours
16332,2012-11-18,Winter,2012,Nov,5,0,Sunday,Clear,0.28,0.2879,81.0,0.1343,5,7,12,Weekend,Terlalu Lembab,Non-Work Hours
16333,2012-11-18,Winter,2012,Nov,6,0,Sunday,Clear,0.28,0.2727,81.0,0.1642,2,13,15,Weekend,Terlalu Lembab,Non-Work Hours
16334,2012-11-18,Winter,2012,Nov,7,0,Sunday,Clear,0.28,0.2727,81.0,0.194,3,39,42,Weekend,Terlalu Lembab,Work Hours
16335,2012-11-18,Winter,2012,Nov,8,0,Sunday,Clear,0.3,0.2879,75.0,0.2537,19,100,119,Weekend,Terlalu Lembab,Work Hours
16336,2012-11-18,Winter,2012,Nov,9,0,Sunday,Clear,0.32,0.303,70.0,0.2537,49,155,204,Weekend,Terlalu Lembab,Work Hours
16337,2012-11-18,Winter,2012,Nov,10,0,Sunday,Clear,0.34,0.303,66.0,0.2985,79,250,329,Weekend,Terlalu Lembab,Work Hours
16338,2012-11-18,Winter,2012,Nov,11,0,Sunday,Clear,0.38,0.3939,62.0,0.2836,92,267,359,Weekend,Ideal,Work Hours
16339,2012-11-18,Winter,2012,Nov,12,0,Sunday,Clear,0.4,0.4091,62.0,0.2836,101,341,442,Weekend,Ideal,Work Hours
16340,2012-11-18,Winter,2012,Nov,13,0,Sunday,Clear,0.4,0.4091,62.0,0.3284,113,334,447,Weekend,Ideal,Work Hours
16341,2012-11-18,Winter,2012,Nov,14,0,Sunday,Clear,0.4,0.4091,62.0,0.2985,125,303,428,Weekend,Ideal,Work Hours
16342,2012-11-18,Winter,2012,Nov,15,0,Sunday,Clear,0.42,0.4242,54.0,0.2836,89,318,407,Weekend,Ideal,Work Hours
16343,2012-11-18,Winter,2012,Nov,16,0,Sunday,Misty,0.4,0.4091,62.0,0.3284,59,313,372,Weekend,Ideal,Work Hours
16344,2012-11-18,Winter,2012,Nov,17,0,Sunday,Misty,0.38,0.3939,66.0,0.2537,48,232,280,Weekend,Terlalu Lembab,Non-Work Hours
16345,2012-11-18,Winter,2012,Nov,18,0,Sunday,Clear,0.36,0.3485,66.0,0.2239,36,240,276,Weekend,Terlalu Lembab,Non-Work Hours
16346,2012-11-18,Winter,2012,Nov,19,0,Sunday,Clear,0.36,0.3485,66.0,0.1642,16,194,210,Weekend,Terlalu Lembab,Non-Work Hours
16347,2012-11-18,Winter,2012,Nov,20,0,Sunday,Clear,0.36,0.3485,66.0,0.1642,9,120,129,Weekend,Terlalu Lembab,Non-Work Hours
16348,2012-11-18,Winter,2012,Nov,21,0,Sunday,Clear,0.36,0.3333,66.0,0.2537,17,93,110,Weekend,Terlalu Lembab,Non-Work Hours
16349,2012-11-18,Winter,2012,Nov,22,0,Sunday,Misty,0.36,0.3333,66.0,0.2537,8,66,74,Weekend,Terlalu Lembab,Non-Work Hours
16350,2012-11-18,Winter,2012,Nov,23,0,Sunday,Clear,0.36,0.3485,66.0,0.2239,6,53,59,Weekend,Terlalu Lembab,Non-Work Hours
16351,2012-11-19,Winter,2012,Nov,0,0,Monday,Clear,0.36,0.3485,66.0,0.2239,5,22,27,Weekday,Terlalu Lembab,Non-Work Hours
16352,2012-11-19,Winter,2012,Nov,1,0,Monday,Misty,0.36,0.3485,66.0,0.2239,0,19,19,Weekday,Terlalu Lembab,Non-Work Hours
16353,2012-11-19,Winter,2012,Nov,2,0,Monday,Misty,0.36,0.3333,66.0,0.2537,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
16354,2012-11-19,Winter,2012,Nov,3,0,Monday,Misty,0.36,0.3485,66.0,0.2239,0,2,2,Weekday,Terlalu Lembab,Non-Work Hours
16355,2012-11-19,Winter,2012,Nov,4,0,Monday,Misty,0.36,0.3485,66.0,0.2239,1,11,12,Weekday,Terlalu Lembab,Non-Work Hours
16356,2012-11-19,Winter,2012,Nov,5,0,Monday,Misty,0.36,0.3485,66.0,0.2239,1,38,39,Weekday,Terlalu Lembab,Non-Work Hours
16357,2012-11-19,Winter,2012,Nov,6,0,Monday,Misty,0.36,0.3333,66.0,0.2537,3,128,131,Weekday,Terlalu Lembab,Non-Work Hours
16358,2012-11-19,Winter,2012,Nov,7,0,Monday,Misty,0.36,0.3333,66.0,0.2985,5,381,386,Weekday,Terlalu Lembab,Work Hours
16359,2012-11-19,Winter,2012,Nov,8,0,Monday,Misty,0.36,0.3333,66.0,0.2985,13,650,663,Weekday,Terlalu Lembab,Work Hours
16360,2012-11-19,Winter,2012,Nov,9,0,Monday,Misty,0.36,0.3333,66.0,0.2537,18,260,278,Weekday,Terlalu Lembab,Work Hours
16361,2012-11-19,Winter,2012,Nov,10,0,Monday,Misty,0.36,0.3333,66.0,0.2537,33,106,139,Weekday,Terlalu Lembab,Work Hours
16362,2012-11-19,Winter,2012,Nov,11,0,Monday,Misty,0.38,0.3939,66.0,0.2537,33,164,197,Weekday,Terlalu Lembab,Work Hours
16363,2012-11-19,Winter,2012,Nov,12,0,Monday,Misty,0.4,0.4091,62.0,0.2836,35,207,242,Weekday,Ideal,Work Hours
16364,2012-11-19,Winter,2012,Nov,13,0,Monday,Clear,0.44,0.4394,54.0,0.2537,46,205,251,Weekday,Ideal,Work Hours
16365,2012-11-19,Winter,2012,Nov,14,0,Monday,Clear,0.44,0.4394,54.0,0.2537,47,170,217,Weekday,Ideal,Work Hours
16366,2012-11-19,Winter,2012,Nov,15,0,Monday,Clear,0.44,0.4394,54.0,0.194,44,213,257,Weekday,Ideal,Work Hours
16367,2012-11-19,Winter,2012,Nov,16,0,Monday,Clear,0.42,0.4242,57.99999999999999,0.2537,55,325,380,Weekday,Ideal,Work Hours
16368,2012-11-19,Winter,2012,Nov,17,0,Monday,Misty,0.42,0.4242,57.99999999999999,0.194,33,586,619,Weekday,Ideal,Non-Work Hours
16369,2012-11-19,Winter,2012,Nov,18,0,Monday,Misty,0.4,0.4091,57.99999999999999,0.2537,21,559,580,Weekday,Ideal,Non-Work Hours
16370,2012-11-19,Winter,2012,Nov,19,0,Monday,Misty,0.4,0.4091,57.99999999999999,0.2836,25,381,406,Weekday,Ideal,Non-Work Hours
16371,2012-11-19,Winter,2012,Nov,20,0,Monday,Misty,0.38,0.3939,62.0,0.2537,7,252,259,Weekday,Ideal,Non-Work Hours
16372,2012-11-19,Winter,2012,Nov,21,0,Monday,Misty,0.38,0.3939,54.0,0.2239,15,188,203,Weekday,Ideal,Non-Work Hours
16373,2012-11-19,Winter,2012,Nov,22,0,Monday,Clear,0.34,0.3485,66.0,0.1045,7,106,113,Weekday,Terlalu Lembab,Non-Work Hours
16374,2012-11-19,Winter,2012,Nov,23,0,Monday,Clear,0.34,0.3485,66.0,0.1045,2,72,74,Weekday,Terlalu Lembab,Non-Work Hours
16375,2012-11-20,Winter,2012,Nov,0,0,Tuesday,Clear,0.32,0.3333,70.0,0.1343,3,26,29,Weekday,Terlalu Lembab,Non-Work Hours
16376,2012-11-20,Winter,2012,Nov,1,0,Tuesday,Clear,0.34,0.3485,66.0,0.1045,3,10,13,Weekday,Terlalu Lembab,Non-Work Hours
16377,2012-11-20,Winter,2012,Nov,2,0,Tuesday,Misty,0.32,0.3333,76.0,0.0896,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
16378,2012-11-20,Winter,2012,Nov,3,0,Tuesday,Misty,0.34,0.3485,71.0,0.1045,0,2,2,Weekday,Terlalu Lembab,Non-Work Hours
16379,2012-11-20,Winter,2012,Nov,4,0,Tuesday,Misty,0.34,0.3333,66.0,0.194,0,6,6,Weekday,Terlalu Lembab,Non-Work Hours
16380,2012-11-20,Winter,2012,Nov,5,0,Tuesday,Misty,0.34,0.3333,66.0,0.1343,2,32,34,Weekday,Terlalu Lembab,Non-Work Hours
16381,2012-11-20,Winter,2012,Nov,6,0,Tuesday,Misty,0.34,0.3333,71.0,0.1642,2,146,148,Weekday,Terlalu Lembab,Non-Work Hours
16382,2012-11-20,Winter,2012,Nov,7,0,Tuesday,Clear,0.32,0.3333,76.0,0.0896,7,411,418,Weekday,Terlalu Lembab,Work Hours
16383,2012-11-20,Winter,2012,Nov,8,0,Tuesday,Clear,0.34,0.3333,71.0,0.1343,16,649,665,Weekday,Terlalu Lembab,Work Hours
16384,2012-11-20,Winter,2012,Nov,9,0,Tuesday,Misty,0.36,0.3788,71.0,0.0,28,298,326,Weekday,Terlalu Lembab,Work Hours
16385,2012-11-20,Winter,2012,Nov,10,0,Tuesday,Misty,0.4,0.4091,66.0,0.0896,32,144,176,Weekday,Terlalu Lembab,Work Hours
16386,2012-11-20,Winter,2012,Nov,11,0,Tuesday,Misty,0.42,0.4242,67.0,0.0896,45,160,205,Weekday,Terlalu Lembab,Work Hours
16387,2012-11-20,Winter,2012,Nov,12,0,Tuesday,Misty,0.42,0.4242,67.0,0.0,70,243,313,Weekday,Terlalu Lembab,Work Hours
16388,2012-11-20,Winter,2012,Nov,13,0,Tuesday,Misty,0.44,0.4394,57.99999999999999,0.0,49,218,267,Weekday,Ideal,Work Hours
16389,2012-11-20,Winter,2012,Nov,14,0,Tuesday,Misty,0.44,0.4394,57.99999999999999,0.1045,47,177,224,Weekday,Ideal,Work Hours
16390,2012-11-20,Winter,2012,Nov,15,0,Tuesday,Misty,0.46,0.4545,55.00000000000001,0.1045,61,226,287,Weekday,Ideal,Work Hours
16391,2012-11-20,Winter,2012,Nov,16,0,Tuesday,Misty,0.42,0.4242,62.0,0.0896,60,335,395,Weekday,Ideal,Work Hours
16392,2012-11-20,Winter,2012,Nov,17,0,Tuesday,Misty,0.4,0.4091,71.0,0.1642,37,553,590,Weekday,Terlalu Lembab,Non-Work Hours
16393,2012-11-20,Winter,2012,Nov,18,0,Tuesday,Misty,0.4,0.4091,66.0,0.0896,16,534,550,Weekday,Terlalu Lembab,Non-Work Hours
16394,2012-11-20,Winter,2012,Nov,19,0,Tuesday,Misty,0.4,0.4091,71.0,0.0,23,361,384,Weekday,Terlalu Lembab,Non-Work Hours
16395,2012-11-20,Winter,2012,Nov,20,0,Tuesday,Misty,0.38,0.3939,76.0,0.0,11,224,235,Weekday,Terlalu Lembab,Non-Work Hours
16396,2012-11-20,Winter,2012,Nov,21,0,Tuesday,Clear,0.36,0.3788,71.0,0.0,14,143,157,Weekday,Terlalu Lembab,Non-Work Hours
16397,2012-11-20,Winter,2012,Nov,22,0,Tuesday,Clear,0.36,0.3788,71.0,0.0,7,115,122,Weekday,Terlalu Lembab,Non-Work Hours
16398,2012-11-20,Winter,2012,Nov,23,0,Tuesday,Clear,0.32,0.3333,81.0,0.1045,1,82,83,Weekday,Terlalu Lembab,Non-Work Hours
16399,2012-11-21,Winter,2012,Nov,0,0,Wednesday,Clear,0.34,0.3636,81.0,0.0,1,25,26,Weekday,Terlalu Lembab,Non-Work Hours
16400,2012-11-21,Winter,2012,Nov,1,0,Wednesday,Clear,0.32,0.3333,81.0,0.1045,1,13,14,Weekday,Terlalu Lembab,Non-Work Hours
16401,2012-11-21,Winter,2012,Nov,2,0,Wednesday,Clear,0.28,0.2879,87.0,0.1045,2,6,8,Weekday,Terlalu Lembab,Non-Work Hours
16402,2012-11-21,Winter,2012,Nov,3,0,Wednesday,Clear,0.28,0.2879,87.0,0.1045,0,2,2,Weekday,Terlalu Lembab,Non-Work Hours
16403,2012-11-21,Winter,2012,Nov,4,0,Wednesday,Clear,0.28,0.2879,87.0,0.1045,0,10,10,Weekday,Terlalu Lembab,Non-Work Hours
16404,2012-11-21,Winter,2012,Nov,5,0,Wednesday,Clear,0.28,0.2879,87.0,0.1045,1,28,29,Weekday,Terlalu Lembab,Non-Work Hours
16405,2012-11-21,Winter,2012,Nov,6,0,Wednesday,Clear,0.28,0.303,87.0,0.0896,2,99,101,Weekday,Terlalu Lembab,Non-Work Hours
16406,2012-11-21,Winter,2012,Nov,7,0,Wednesday,Clear,0.26,0.2879,87.0,0.0896,11,262,273,Weekday,Terlalu Lembab,Work Hours
16407,2012-11-21,Winter,2012,Nov,8,0,Wednesday,Misty,0.28,0.303,81.0,0.0896,12,539,551,Weekday,Terlalu Lembab,Work Hours
16408,2012-11-21,Winter,2012,Nov,9,0,Wednesday,Clear,0.32,0.3333,76.0,0.0896,45,320,365,Weekday,Terlalu Lembab,Work Hours
16409,2012-11-21,Winter,2012,Nov,10,0,Wednesday,Clear,0.36,0.3788,62.0,0.0,22,150,172,Weekday,Ideal,Work Hours
16410,2012-11-21,Winter,2012,Nov,11,0,Wednesday,Clear,0.4,0.4091,50.0,0.194,43,198,241,Weekday,Ideal,Work Hours
16411,2012-11-21,Winter,2012,Nov,12,0,Wednesday,Clear,0.44,0.4394,41.0,0.194,74,270,344,Weekday,Terlalu kering,Work Hours
16412,2012-11-21,Winter,2012,Nov,13,0,Wednesday,Clear,0.44,0.4394,35.0,0.2239,70,295,365,Weekday,Terlalu kering,Work Hours
16413,2012-11-21,Winter,2012,Nov,14,0,Wednesday,Clear,0.46,0.4545,33.0,0.194,84,329,413,Weekday,Terlalu kering,Work Hours
16414,2012-11-21,Winter,2012,Nov,15,0,Wednesday,Clear,0.46,0.4545,36.0,0.0896,68,381,449,Weekday,Terlalu kering,Work Hours
16415,2012-11-21,Winter,2012,Nov,16,0,Wednesday,Clear,0.44,0.4394,33.0,0.1343,59,410,469,Weekday,Terlalu kering,Work Hours
16416,2012-11-21,Winter,2012,Nov,17,0,Wednesday,Clear,0.4,0.4091,40.0,0.1642,41,333,374,Weekday,Terlalu kering,Non-Work Hours
16417,2012-11-21,Winter,2012,Nov,18,0,Wednesday,Clear,0.42,0.4242,38.0,0.1045,24,287,311,Weekday,Terlalu kering,Non-Work Hours
16418,2012-11-21,Winter,2012,Nov,19,0,Wednesday,Clear,0.38,0.3939,43.0,0.194,23,220,243,Weekday,Terlalu kering,Non-Work Hours
16419,2012-11-21,Winter,2012,Nov,20,0,Wednesday,Clear,0.34,0.3485,61.0,0.1045,11,125,136,Weekday,Ideal,Non-Work Hours
